var,PC1,PC2,PC3
log_wage,-0.554382340980527,0.686663683956171,-0.47026929002933
log_edu,-0.629231476463016,0.0240180938809257,0.776846754639871
cog,-0.54472742636765,-0.726578362120747,-0.418755196577677
